epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
141,59840.6,1.83224,1.7618,3.20209,0.72681,0.55844,0.6694,0.45355,2.559,3.26198,3.37249,0.00556742,0.00556742,0.00556742
142,60251.2,1.82283,1.74095,3.18885,0.72921,0.55889,0.67103,0.45433,2.55757,3.24468,3.3688,0.00551584,0.00551584,0.00551584
143,60660.1,1.81972,1.73604,3.19351,0.73311,0.55883,0.67498,0.45676,2.55141,3.23621,3.36609,0.00546421,0.00546421,0.00546421
144,61068.6,1.8101,1.71936,3.18464,0.74373,0.56178,0.6794,0.46003,2.5491,3.22072,3.3603,0.00541253,0.00541253,0.00541253
145,61477.9,1.81297,1.71812,3.18635,0.74567,0.56304,0.68202,0.4622,2.5443,3.21163,3.35397,0.00536081,0.00536081,0.00536081
146,61898.3,1.80302,1.6789,3.17145,0.74763,0.56441,0.68358,0.46327,2.5397,3.20292,3.35036,0.00530906,0.00530906,0.00530906
147,62312.4,1.80793,1.69617,3.17169,0.7416,0.56786,0.68436,0.46414,2.5428,3.18068,3.35113,0.00525728,0.00525728,0.00525728
148,62722.1,1.79909,1.69787,3.1654,0.73932,0.57201,0.68119,0.46217,2.5383,3.17634,3.34572,0.00520548,0.00520548,0.00520548
149,63130.4,1.79,1.67353,3.15803,0.73875,0.57211,0.68315,0.46512,2.53416,3.16689,3.34038,0.00515366,0.00515366,0.00515366
150,63538.1,1.8019,1.68011,3.16582,0.73695,0.57243,0.68621,0.46737,2.52924,3.16283,3.33587,0.00510184,0.00510184,0.00510184
151,63946.8,1.78578,1.66425,3.15427,0.74051,0.57417,0.68945,0.46905,2.52208,3.16036,3.33015,0.00505,0.00505,0.00505
152,64354,1.7767,1.64439,3.14536,0.74296,0.57788,0.68945,0.47023,2.51905,3.14728,3.32674,0.00499816,0.00499816,0.00499816
153,64761.9,1.77788,1.613,3.14326,0.74171,0.57459,0.6897,0.47096,2.51377,3.14597,3.31942,0.00494634,0.00494634,0.00494634
154,65170.9,1.78139,1.63501,3.14305,0.74937,0.57637,0.69159,0.47233,2.50725,3.13925,3.31214,0.00489452,0.00489452,0.00489452
155,65582.4,1.76187,1.59776,3.12742,0.74668,0.57587,0.69209,0.47339,2.50487,3.12213,3.30592,0.00484272,0.00484272,0.00484272
156,65991.9,1.76915,1.59534,3.13112,0.74526,0.5775,0.69426,0.47496,2.50262,3.10761,3.30162,0.00479094,0.00479094,0.00479094
157,66408,1.75658,1.57118,3.11139,0.74682,0.57556,0.6951,0.47496,2.50103,3.08879,3.2957,0.00473919,0.00473919,0.00473919
158,66815.2,1.75116,1.55801,3.11012,0.75549,0.57904,0.69663,0.47648,2.49791,3.07996,3.29308,0.00468747,0.00468747,0.00468747
159,67222.7,1.752,1.53271,3.10275,0.75805,0.57711,0.69748,0.478,2.50155,3.06577,3.29547,0.00463579,0.00463579,0.00463579
160,67639.4,1.73035,1.52518,3.08367,0.76214,0.5807,0.70095,0.48023,2.4963,3.05684,3.28997,0.00458416,0.00458416,0.00458416
161,68056.4,1.74697,1.51319,3.0985,0.76302,0.57882,0.70422,0.48237,2.48833,3.04294,3.27827,0.00453258,0.00453258,0.00453258
162,409.572,1.74546,1.63969,3.11971,0.76184,0.585,0.70733,0.48459,2.48864,2.98674,3.27433,0.00448106,0.00448106,0.00448106
163,818.697,1.75859,1.6626,3.13024,0.76324,0.59515,0.70902,0.48557,2.48931,2.93275,3.27253,0.0044296,0.0044296,0.0044296
164,1237.9,1.75566,1.64748,3.12075,0.76136,0.59847,0.7101,0.4864,2.47786,2.90063,3.26353,0.00437821,0.00437821,0.00437821
165,1640.84,1.76382,1.64698,3.12886,0.75229,0.59824,0.71162,0.48756,2.48413,2.84783,3.26421,0.00432689,0.00432689,0.00432689
166,482.055,1.78025,1.71218,3.18574,0.75191,0.60582,0.71582,0.49065,2.5142,2.78043,3.29967,0.00427565,0.00427565,0.00427565
167,966.4,1.80314,1.74502,3.19352,0.75859,0.60968,0.72056,0.49323,2.50779,2.74118,3.29321,0.00422449,0.00422449,0.00422449
168,1452.81,1.79724,1.71675,3.19087,0.7681,0.61417,0.72337,0.49618,2.50157,2.70374,3.28628,0.00417343,0.00417343,0.00417343
